#Cauchy aproximation vs Original set
#Cauchy(x), Cauchy(CDF) 
0,0.9999999998621101
0.07212258636363636,0.9999999995567558
0.1442451727272727,3.649670010652528e-10
0.2163677590909091,1.292650986250976e-10
0.2884903454545454,7.854161765408207e-11
0.3606129318181818,5.640732325673525e-11
0.4327355181818182,4.40058545159161e-11
0.5048581045454545,3.607464327259891e-11
0.5769806909090909,3.056566111325765e-11
0.6491032772727272,2.651640018669355e-11
0.7212258636363635,2.341454807819332e-11
0.79334845,2.096234297255251e-11
0.8654710363636363,1.897509926962471e-11
0.9375936227272726,1.733196919317948e-11
1.009716209090909,1.595074072824332e-11
1.081838795454545,1.47734602329308e-11
1.153961381818182,1.37579947434574e-11
1.226083968181818,1.287309148167992e-11
1.298206554545454,1.209521371947631e-11
1.370329140909091,1.140593175463778e-11
1.442451727272727,1.079103473244913e-11
1.514574313636364,1.023903184460551e-11
1.5866969,9.740763751153736e-12
1.658819486363636,9.288680935526372e-12
1.730942072727273,8.876788193390439e-12
1.803064659090909,8.499756454227736e-12
1.875187245454545,8.153533403998381e-12
1.947309831818182,7.83439979556988e-12
2.019432418181818,7.539302515624513e-12
2.091555004545454,7.265632540054412e-12
2.163677590909091,7.011113911659095e-12
2.235800177272727,6.773859251296699e-12
2.307922763636364,6.552092202127824e-12
2.38004535,6.344424985371688e-12
2.452167936363636,6.149469822247511e-12
2.524290522727273,5.966227512033129e-12
2.596413109090909,5.793476809401454e-12
2.668535695454545,5.630551580537713e-12
2.740658281818181,5.476452624719741e-12
2.812780868181818,5.330624830435227e-12
2.884903454545454,5.192346552718163e-12
2.957026040909091,5.061007168905007e-12
3.029148627272727,4.93621810093714e-12
3.101271213636363,4.817424237302248e-12
3.1733938,4.704181488790482e-12
3.245516386363636,4.596156788494454e-12
3.317638972727273,4.492961558355546e-12
3.389761559090909,4.394373753768832e-12
3.461884145454545,4.299949285524463e-12
3.534006731818182,4.209466109017512e-12
3.606129318181818,4.122813201945519e-12
3.678251904545454,4.039601986249863e-12
3.750374490909091,3.959721439628083e-12
3.822497077272727,3.882894006324022e-12
3.894619663636363,3.808953152883987e-12
3.96674225,3.737843368156746e-12
4.038864836363636,3.669287096386142e-12
4.110987422727272,3.603284337572177e-12
4.183110009090909,3.539502024807462e-12
4.255232595454546,3.478051180394459e-12
4.327355181818182,3.418654248577013e-12
4.399477768181818,3.361200207052661e-12
4.471600354545454,3.305689055821404e-12
4.543722940909091,3.252009772580777e-12
4.615845527272727,3.199995823877089e-12
4.687968113636363,3.149647209710338e-12
4.7600907,3.100908418929293e-12
4.832213286363636,3.053557406929031e-12
4.904335872727272,3.00764968486078e-12
4.976458459090908,2.963129741573312e-12
5.048581045454545,2.919886554764162e-12
5.120703631818182,2.877920124433331e-12
5.192826218181818,2.837119428278356e-12
5.264948804545455,2.797484466299238e-12
5.337071390909091,2.758959727344745e-12
5.409193977272727,2.721434189112415e-12
5.481316563636363,2.684852340451016e-12
5.55343915,2.649380714814242e-12
5.625561736363636,2.614741756445937e-12
5.697684322727272,2.581046487648564e-12
5.769806909090908,2.548183886119659e-12
5.841929495454545,2.516153951859224e-12
5.914052081818181,2.484901173716025e-12
5.986174668181818,2.454481062841296e-12
6.058297254545455,2.424727085781342e-12
6.130419840909091,2.395639242536163e-12
6.202542427272727,2.367328555408221e-12
6.274665013636363,2.339684002095055e-12
6.3467876,2.312594560294201e-12
6.418910186363636,2.286226763459354e-12
6.491032772727272,2.260358566985587e-12
6.563155359090909,2.235156504326596e-12
6.635277945454545,2.210454042028687e-12
6.707400531818181,2.18630669124309e-12
6.779523118181817,2.162714451969805e-12
6.851645704545454,2.13956630190637e-12
6.923768290909091,2.116973263355248e-12
6.995890877272727,2.094768802862745e-12
7.068013463636364,2.073063942731324e-12
7.14013605,2.051858682960983e-12
